id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6374350,Spacious garden level suite,6700231,Petra,,North Center,41.94812,-87.68333,Private room,80,2,206,2024-06-14,1.90,1,185,41,R17000015257
6374890,Bright 1bd in Ukrainian / Humboldt,33221491,Mary,,West Town,41.89972,-87.69722,Entire home/apt,110,32,67,2024-05-03,0.61,1,156,3,R21000073024
6378085,"Irving Park comfort,  White Tiger!",33245101,Rosa,,Irving Park,41.95185,-87.70459,Entire home/apt,150,2,92,2024-06-02,1.62,2,139,13,R24000115098
6386641,Apartment in Arty Historic West Town Home,214243,Sarah,,West Town,41.89224868090286,-87.67495972350929,Entire home/apt,139,2,32,2024-06-16,2.70,1,79,32,R23000101353
6423299,The Craftsman Gallery at OHC - No Cleaning Fee!,5228189,Matthew,,West Town,41.8948,-87.65661,Entire home/apt,283,32,345,2024-05-27,3.13,21,322,35,2385047
6447131,River North's Finest - Monthly,5640784,Dean,,Near North Side,41.8972,-87.63442,Entire home/apt,159,30,193,2024-06-02,1.75,2,188,1,R21000075005
6472628,Pilsen Custom Home,33813743,Zandra,,Lower West Side,41.84998,-87.67714,Private room,68,32,51,2023-08-06,0.46,1,362,1,R21000073252
6480445,Tree top 2nd floor 3 bedrm Apt,28172807,Sadie Rose And Patrick,,Avondale,41.93395,-87.71078,Entire home/apt,163,2,276,2024-06-02,2.81,1,275,38,R19000040422
6488146,Furnished housing KING BED+ POOL/HOT-TUB+SAUNA+GYM,3965428,Dominic,,Loop,41.88581,-87.61744,Entire home/apt,180,90,13,2022-09-30,0.12,55,265,0,City registration pending
6504170,West Town Traveler's Lodge,4591141,Moudi,,West Town,41.89867,-87.67012,Entire home/apt,207,5,614,2024-06-19,5.56,3,29,33,R21000072599
6515667,2BD/1B Old Town!   Walk to North Ave. Beach & Zoo,683529,Joe,,Lincoln Park,41.91268,-87.63895,Entire home/apt,282,32,87,2023-11-26,0.81,23,360,7,2209279
6528643,2bd/2b close to EL-shopping-dining-cafes,683529,Joe,,North Center,41.94342,-87.68121,Entire home/apt,264,32,68,2023-12-04,0.67,23,348,8,2209273
6528832,2BD/2BA  2 blks to EL-Lincoln Pk Zoo-walk to beach,683529,Joe,,Lincoln Park,41.91285,-87.63864,Entire home/apt,264,32,85,2023-11-27,0.86,23,365,12,2209280
6528867,2BD/2BA 2 blck to EL-Walk to Zoo & Beach,683529,Joe,,Lincoln Park,41.91285,-87.63864,Entire home/apt,273,32,81,2023-12-27,0.82,23,355,13,2209281
6528967,Roscoe 3BD/2BA walk to shops/cafes (vn2),683529,Joe,,North Center,41.94078,-87.68115,Entire home/apt,245,32,52,2023-09-17,0.53,23,347,5,2209271
6553226,Tea Studio in Wicker Park Spring Factory,2392656,Brett,,West Town,41.90223,-87.67265,Entire home/apt,302,3,222,2024-06-15,2.04,2,97,34,R17000015625
6576714,Private BR;Parking by UofC/HydePark,34396037,Kristy,,Woodlawn,41.77555,-87.59546,Private room,66,2,134,2024-06-10,1.23,1,311,14,R21000075107
6588681,Logan Square Studio,5212119,Mark,,Logan Square,41.9305,-87.70307,Entire home/apt,93,2,490,2024-05-31,4.44,1,302,48,R24000114699
6612044,Private suite in Lincoln Square,11581930,Beatrice,,Lincoln Square,41.97104,-87.69654,Entire home/apt,97,2,374,2024-06-16,3.39,1,274,50,R17000015267
6634916,Rooms in Vintage-Style Lincoln Square Condominium,34473759,Kerry,,Lincoln Square,41.97186,-87.69521,Private room,88,3,193,2024-06-17,1.81,1,43,25,R20000054147
6644005,Boutique Design Condo with Rooftop Terrace,21924626,Nathan,,Lake View,41.94331,-87.6486,Entire home/apt,428,2,44,2024-06-02,0.41,2,12,1,R22000091244
6654182,"1 BD Condo by downtown,park,lake",3574415,Marv,,Near North Side,41.90409,-87.63316,Entire home/apt,84,32,74,2024-05-01,0.68,2,194,3,City registration pending
6673071,"RARE FIND Luxury 4BR, 3BTH. Lincoln Park/DePaul",31719241,Susan,,Lincoln Park,41.92909,-87.66318,Entire home/apt,599,180,27,2019-05-24,0.25,1,180,0,R17000013560
6686012,2BR Bursting w/ Character in Hip Logan Square!,25505766,Danielle,,Logan Square,41.924453045898744,-87.70270598989589,Entire home/apt,204,2,500,2024-06-05,4.59,3,285,69,R21000064645
6713251,Trendy Roscoe Village 2BD/2BA w/Fireplace Cozy,683529,Joe,,North Center,41.94099,-87.68047,Entire home/apt,236,32,37,2023-11-25,0.36,23,354,4,2209269
6716477,"3BD/2BA Perfect 4 Families,walk to shops/cafes",683529,Joe,,North Center,41.94072,-87.68115,Entire home/apt,279,32,56,2023-09-03,0.52,23,356,3,2209264
6716705,3BD/2BA (vs2) Perfect 4 Families/walk to shops,683529,Joe,,North Center,41.94072,-87.68115,Entire home/apt,295,32,60,2023-10-14,0.57,23,354,6,2209265
6724355,NIce 2 Bedroom Private Condo,32200299,Nate,,Woodlawn,41.78355,-87.61363,Entire home/apt,159,2,126,2023-10-09,1.16,5,242,3,R17000015110
6729727,Classic Chicago Greystone Apt. ( Support a Cause),35241159,Oliver,,Uptown,41.97044,-87.65735,Private room,,32,146,2020-03-14,1.33,1,365,0,City registration pending
6732036,Spacious unique artist's home in Pilsen,34217631,Kenneth,,Lower West Side,41.8555,-87.64535,Entire home/apt,179,2,159,2024-06-02,1.46,1,86,25,R17000013921
6736478,King Ahasuerus Suite,4010906,Bobbie,,Grand Boulevard,41.81754,-87.61305,Private room,107,5,4,2022-09-19,0.04,4,171,0,R23000106145
6750168,Hip Homebase 420 ok - 2br apt NO parties,1649647,Bianca,,West Town,41.91306,-87.66797,Entire home/apt,196,32,238,2023-10-15,2.19,5,347,1,City registration pending
6757098,Charming Neighborhood 2br Apt!,1649647,Bianca,,West Town,41.8933,-87.67641,Entire home/apt,268,32,233,2024-06-01,2.14,5,317,4,City registration pending
6768827,Space of Grace,4010906,Bobbie,,Grand Boulevard,41.81844,-87.61503,Private room,137,5,13,2023-08-07,0.12,4,171,1,R23000106145
6780171,Roscoe Village 2BD/1BA Fireplace E1,683529,Joe,,North Center,41.9435,-87.67674,Entire home/apt,216,32,56,2023-10-08,0.54,23,352,4,2083773
6782452,Updated full floor urban retreat private suite,35506107,Eileen,,Edgewater,41.97654,-87.66111,Private room,100,2,410,2024-06-17,5.12,1,100,55,R18000036390
6790238,Small Bedroom in Logan Square!,34317953,Carrie,,Logan Square,41.92616,-87.72051,Private room,58,32,26,2018-10-08,0.24,2,48,0,City registration pending
6790448,Small bedroom in Logan Square!,34317953,Carrie,,Logan Square,41.92902,-87.72025,Private room,57,2,22,2024-05-27,0.20,2,17,4,R23000106217
6793653,4BD/2BA Suite w/Fireplace (re2) Perfect 4 Families,683529,Joe,,North Center,41.9435,-87.67674,Entire home/apt,290,32,63,2024-06-04,0.59,23,346,18,2083774
6853688,2BD/1BA Suite w/Fireplace (hp1) FREE PARKING!!,683529,Joe,,North Center,41.93723,-87.6828,Entire home/apt,203,32,49,2023-11-23,0.50,23,347,3,2209274
6853914,4 BD/2 BA Apartment (hp2),683529,Joe,,North Center,41.93723,-87.6828,Entire home/apt,269,32,57,2023-09-20,0.55,23,359,7,2209275
6854069,Lincoln Park 1BD/1BA Apt (1f),683529,Joe,,Lincoln Park,41.92751,-87.65011,Entire home/apt,234,32,84,2023-11-25,0.82,23,365,7,2209266
6855475,The Blue Butterfly Suite 420Friendly - FreeParking,35342456,Roberto,,Portage Park,41.94062,-87.75709,Private room,85,2,77,2024-06-16,0.71,23,255,9,R21000074241
6863046,Lincoln Park 2BD/1BA Fireplace #1r,683529,Joe,,Lincoln Park,41.92751,-87.65011,Entire home/apt,236,32,63,2024-02-04,0.59,23,363,7,2209267
6863178,Lincoln Park 4BD/2BA Fireplace (2),683529,Joe,,Lincoln Park,41.92751,-87.65011,Entire home/apt,319,32,102,2024-04-28,1.02,23,353,16,2209278
6866384,"Quaint studio apartment in Hyde Park,",35980410,Greg,,Hyde Park,41.78904,-87.5879,Entire home/apt,50,32,2,2024-04-30,0.32,1,161,2,
6897078,Stylish First Flr. Studio. Best Location Division+Hermitage.,36140345,Melissa,,West Town,41.901756,-87.671387,Entire home/apt,152,3,241,2024-06-16,2.24,2,270,28,R21000071696
6945901,Sunny and Funky 2-bedroom in Logan Square,15226289,Anton,,Logan Square,41.91785,-87.71818,Entire home/apt,106,3,32,2024-06-17,0.45,1,93,28,R23000101727
6957805,"Teal Room - King Bed, near CTA, 20min to Downtown",22608682,Ryan,,East Garfield Park,41.88302,-87.7096,Private room,68,1,559,2024-06-10,5.40,13,293,53,R24000113824
6967492,Logan Square -Green Room,36300208,Maria,,Avondale,41.93465,-87.73009,Private room,35,60,11,2024-05-31,0.10,4,219,1,R17000014489
6975132,Mayfair 2BR near Blue Line (Monthly availability),36549783,Jeffrey,,Irving Park,41.962921,-87.735283,Entire home/apt,150,32,104,2023-06-24,0.97,12,156,1,R19000039377
6990105,Great location. Free parking.,33605887,Ewa,,West Town,41.90089,-87.66546,Entire home/apt,100,1,721,2024-06-08,8.54,2,14,81,R21000075227
6993421,Spacious Old Town Condo 2 BD/1 BA,22550008,Alex & Annie,,Near North Side,41.90358,-87.63414,Entire home/apt,,32,118,2024-06-15,1.08,1,34,3,City registration pending
6994290,Loft like space in Logan Square,15013308,Christina,,Logan Square,41.9182,-87.69768,Entire home/apt,400,32,76,2019-10-14,0.72,1,108,0,City registration pending
7025225,Trendy Space Close to WickerPark@Ukrainian Village,29716517,Ronaldo And Carla,,West Town,41.89834,-87.69155,Private room,103,2,275,2024-06-04,2.60,2,47,16,R23000108742
7084894,Cute Brownstone in Lakeview,33980307,Erika,,Lake View,41.93595,-87.65148,Private room,81,1,450,2024-06-09,4.12,1,266,24,R18000031648
7092080,"Bright 1BR w/ shared Roof Deck, close to beach",24705990,Rick,,Uptown,41.97146,-87.66882,Hotel room,,3,44,2022-12-29,0.40,9,154,0,2328618
7097488,Sweet Home Chicago 4 Bedroom/2 Bath,34959956,Trevor,,West Town,41.8932,-87.65892,Entire home/apt,349,2,211,2024-06-02,1.93,1,287,11,R21000060526
7116810,Accessibility to Midway Airport&Downtown!,192514716,Juan,,West Elsdon,41.78747,-87.71754,Entire home/apt,,32,40,2023-02-25,0.37,1,0,0,R17000020451
7176158,"Modern Logan Square Apartment, steps from train!",28183266,Allyson,,Logan Square,41.9236,-87.69717,Entire home/apt,121,1,293,2024-06-17,3.04,1,285,41,R18000022772
7239181,"Quiet, artsy, vintage, queer-friendly, Humboldt Pk",36541232,G,,West Town,41.90409,-87.68723,Private room,,32,81,2022-08-01,1.15,2,53,0,R19000045040
7264941,✪ Great Location Luxury Views Business POOL & SPA✪,3965428,Dominic,,Loop,41.88784,-87.61645,Entire home/apt,175,90,14,2022-09-03,0.13,55,229,0,City registration pending
7274926,Urban Oasis in the heart of Logan Square,38088944,Amanda,,Logan Square,41.9268272137597,-87.70849260287889,Private room,85,1,40,2024-06-03,2.34,1,186,34,R22000094595
7319042,Private Bedroom + Bath in Rogers Park Family Home,686562,Patricia,,Rogers Park,42.00414,-87.67272,Private room,62,1,161,2023-10-26,1.48,1,0,14,R22000080423
7360731,Spacious 2 bedroom with hot tub,38553561,Drea,,West Ridge,41.98803976766943,-87.70293607521315,Private room,138,1,21,2024-06-04,1.24,3,124,15,R22000095243
7370245,The Avondale Attic Unit,9959757,Jedidiah,,Irving Park,41.94664,-87.70783,Entire home/apt,85,32,92,2024-03-21,0.97,9,271,3,City registration pending
7384649,"Spacious 2BR near concert venues, Wrigley Field",24705990,Rick,,Uptown,41.97147,-87.66861,Hotel room,,5,34,2023-06-04,0.31,9,173,0,2328618
7389646,Private Queen Bedroom and En Suite Bath,25759643,Tim,,Lake View,41.95675,-87.66715,Entire home/apt,127,2,207,2024-06-16,1.95,3,59,25,R18000034977
7421326,Art filled apartment in Logan,5050949,Abigail,,Logan Square,41.93066,-87.69724,Entire home/apt,170,2,111,2024-03-25,1.04,1,299,10,R24000113942
7509321,"Lively Wicker Park 2br, Steps to Damen Blue Line",39290149,Vanessa & Charlie,,West Town,41.911473,-87.676601,Entire home/apt,69,1,313,2024-05-28,2.89,1,292,13,R23000100955
7562307,LT “Cozy Suite” 2 Private Bedrooms - 420Friendly,35342456,Roberto,,Portage Park,41.93882,-87.757,Private room,251,32,26,2019-11-16,0.25,23,261,0,C17000008779
7564825,Logan Square 3 bedrms with parking,6427776,Thanh,,Logan Square,41.92484,-87.72377,Entire home/apt,214,2,139,2023-10-30,1.29,1,84,4,R23000106096
